codigo,nome,preco,estoque
616,Mochila_616,264.13,85
617,Oculos_617,737.1,38
618,Calca_618,557.93,65
619,Mochila_619,275.4,15
620,Camisa_620,515.18,53
621,Tenis_621,377.49,56
622,Calca_622,40.67,49
623,Relogio_623,372.97,2
624,Oculos_624,104.69,9
625,Camisa_625,70.74,58
626,Bone_626,261.72,44
627,Jaqueta_627,254.84,35
628,Calca_628,969.88,60
629,Jaqueta_629,516.91,65
630,Mochila_630,853.41,52
631,Meia_631,869.95,5
632,Jaqueta_632,411.28,24
633,Bermuda_633,763.09,81
634,Tenis_634,900.96,44
635,Mochila_635,544.13,8
636,Oculos_636,714.63,77
637,Tenis_637,449.22,8
638,Camisa_638,709.61,55
639,Oculos_639,130.19,99
640,Relogio_640,655.74,43
641,Mochila_641,755.32,27
642,Relogio_642,73.39,16
643,Mochila_643,355.02,9
644,Bone_644,496.38,61
645,Tenis_645,675.31,18
646,Tenis_646,280.48,52
647,Oculos_647,881.48,3
648,Bermuda_648,382.22,16
649,Calca_649,801.32,98
650,Bone_650,460.24,57
651,Oculos_651,131.9,18
652,Jaqueta_652,494.14,40
653,Meia_653,128.12,16
654,Camisa_654,831.04,41
655,Relogio_655,403.57,1
656,Bone_656,955.62,96
657,Jaqueta_657,724.66,46
658,Bone_658,115.77,63
659,Jaqueta_659,423.06,53
660,Jaqueta_660,651.28,34
661,Oculos_661,568.67,4
662,Meia_662,763.62,48
663,Calca_663,265.7,98
664,Meia_664,999.34,7
665,Oculos_665,720.61,100
666,Camisa_666,95.41,2
667,Relogio_667,490.15,18
668,Bermuda_668,428.92,64
669,Mochila_669,806.34,36
670,Mochila_670,332.73,82
671,Tenis_671,257.02,67
672,Jaqueta_672,205.42,52
673,Calca_673,923.42,9
674,Mochila_674,516.72,32
675,Jaqueta_675,235.48,84
676,Bone_676,526.51,95
677,Calca_677,808.99,90
678,Calca_678,341.91,81
679,Jaqueta_679,383.13,47
680,Bone_680,235.61,50
681,Meia_681,291.83,52
682,Oculos_682,963.16,52
683,Calca_683,739.91,12
684,Jaqueta_684,957.08,62
685,Bermuda_685,338.64,82
686,Jaqueta_686,755.5,49
687,Jaqueta_687,44.94,5
688,Jaqueta_688,546.91,31
689,Bermuda_689,947.34,14
690,Bermuda_690,973.91,79
691,Oculos_691,606.11,22
692,Jaqueta_692,836.48,42
693,Tenis_693,128.33,43
694,Bone_694,502.04,38
695,Relogio_695,998.85,97
696,Bone_696,187.05,86
697,Tenis_697,104.93,58
698,Mochila_698,408.7,41
699,Mochila_699,260.79,49
700,Oculos_700,534.29,60
701,Bermuda_701,786.46,10
702,Jaqueta_702,744.83,67
703,Oculos_703,432.11,59
704,Camisa_704,833.21,37
705,Meia_705,240.45,44
706,Calca_706,24.7,98
707,Meia_707,754.15,74
708,Mochila_708,577.43,69
709,Bone_709,343.83,74
710,Camisa_710,406.59,24
711,Camisa_711,271.17,67
712,Oculos_712,652.02,23
713,Bone_713,282.33,87
714,Tenis_714,930.27,7
715,Tenis_715,373.47,26
716,Relogio_716,355.24,66
717,Mochila_717,311.08,78
718,Bermuda_718,401.74,2
719,Tenis_719,127.68,44
720,Meia_720,488.09,18
721,Oculos_721,127.89,23
722,Meia_722,591.97,23
723,Relogio_723,636.44,6
724,Meia_724,556.75,56
725,Relogio_725,174.33,76
726,Jaqueta_726,703.32,57
727,Tenis_727,902.84,69
728,Calca_728,256.86,82
729,Tenis_729,150.83,48
730,Meia_730,580.34,44
731,Bone_731,875.68,72
732,Calca_732,800.28,53
733,Relogio_733,978.78,61
734,Jaqueta_734,587.4,72
735,Calca_735,833.51,41
736,Relogio_736,232.77,61
737,Meia_737,791.58,53
738,Mochila_738,261.56,39
739,Camisa_739,351.02,85
740,Bone_740,976.67,76
741,Oculos_741,47.0,78
742,Camisa_742,73.96,97
743,Bone_743,544.21,11
744,Calca_744,347.79,58
745,Calca_745,296.79,50
746,Meia_746,662.29,72
747,Mochila_747,76.03,40
748,Jaqueta_748,587.63,6
749,Bermuda_749,200.17,67
750,Meia_750,325.69,84
751,Mochila_751,385.64,24
752,Bone_752,321.68,74
753,Tenis_753,312.23,90
754,Mochila_754,183.5,64
755,Tenis_755,806.08,88
756,Bermuda_756,618.26,60
757,Mochila_757,219.3,48
758,Mochila_758,693.14,49
759,Oculos_759,518.17,28
760,Relogio_760,163.32,57
761,Mochila_761,968.15,64
762,Meia_762,581.78,77
763,Camisa_763,500.34,27
764,Tenis_764,461.72,33
765,Bone_765,748.3,78
766,Oculos_766,930.36,73
767,Bermuda_767,989.03,3
768,Camisa_768,356.62,13
769,Camisa_769,903.82,95
770,Mochila_770,501.9,38
771,Relogio_771,897.72,67
772,Mochila_772,667.03,99
773,Relogio_773,292.96,25
774,Mochila_774,724.75,88
775,Bermuda_775,756.64,65
776,Bone_776,259.26,60
777,Bone_777,609.86,90
778,Bermuda_778,124.01,7
779,Mochila_779,458.71,73
780,Bermuda_780,953.44,95
781,Meia_781,475.07,100
782,Oculos_782,534.33,71
783,Meia_783,349.78,35
784,Bermuda_784,316.24,29
785,Oculos_785,120.93,40
786,Meia_786,55.23,54
787,Calca_787,212.23,76
788,Meia_788,717.44,57
789,Camisa_789,408.48,71
790,Jaqueta_790,807.56,11
791,Tenis_791,243.68,1
792,Mochila_792,23.07,8
793,Meia_793,229.79,42
794,Bermuda_794,350.07,97
795,Camisa_795,494.81,33
796,Mochila_796,400.97,44
797,Bone_797,419.92,44
798,Calca_798,795.9,25
799,Calca_799,327.13,5
800,Bone_800,816.79,65
801,Bone_801,188.74,19
802,Camisa_802,251.18,2
803,Jaqueta_803,52.12,55
804,Camisa_804,851.77,66
805,Jaqueta_805,155.79,87
806,Mochila_806,924.1,10
807,Jaqueta_807,769.69,68
808,Camisa_808,182.79,36
809,Mochila_809,935.29,56
810,Calca_810,546.51,82
811,Relogio_811,319.8,47
812,Camisa_812,960.97,56
813,Oculos_813,856.64,1
814,Bone_814,951.82,16
815,Bone_815,941.79,74
816,Bone_816,890.22,58
817,Mochila_817,140.05,53
818,Bermuda_818,233.33,97
819,Mochila_819,299.56,71
820,Tenis_820,31.6,83
821,Bone_821,219.71,48
822,Relogio_822,366.55,96
823,Meia_823,611.55,56
824,Mochila_824,733.32,79
825,Oculos_825,326.51,65
826,Mochila_826,803.34,21
827,Relogio_827,729.96,62
828,Mochila_828,720.78,99
829,Bone_829,421.3,26
830,Bone_830,892.71,83
831,Bermuda_831,997.12,65
832,Bone_832,128.44,53
833,Meia_833,730.79,94
834,Bone_834,153.79,65
835,Oculos_835,402.84,51
836,Bermuda_836,62.29,80
837,Bermuda_837,383.13,38
838,Tenis_838,828.26,29
839,Tenis_839,30.31,78
840,Mochila_840,143.56,81
841,Calca_841,809.55,40
842,Oculos_842,121.34,82
843,Camisa_843,556.93,25
844,Bermuda_844,383.1,75
845,Bone_845,62.87,58
846,Tenis_846,842.69,84
847,Mochila_847,889.74,8
848,Meia_848,240.94,90
849,Relogio_849,818.24,42
850,Bermuda_850,976.93,94
851,Meia_851,166.75,55
852,Meia_852,909.48,63
853,Calca_853,62.06,49
854,Bermuda_854,80.13,58
855,Jaqueta_855,957.33,20
856,Mochila_856,276.48,20
857,Oculos_857,259.9,23
858,Relogio_858,907.4,19
859,Relogio_859,188.21,99
860,Relogio_860,53.74,14
861,Bone_861,125.63,66
862,Oculos_862,680.45,7
863,Oculos_863,833.15,35
864,Bone_864,962.79,55
865,Bermuda_865,749.64,12
866,Bermuda_866,867.31,34
867,Tenis_867,431.58,21
868,Bermuda_868,274.6,24
869,Relogio_869,493.42,2
870,Meia_870,503.65,8
871,Calca_871,900.47,30
872,Calca_872,311.64,17
873,Oculos_873,684.89,40
874,Camisa_874,874.49,71
875,Oculos_875,390.63,11
876,Camisa_876,204.59,61
877,Jaqueta_877,170.1,49
878,Jaqueta_878,271.22,56
879,Oculos_879,838.51,42
880,Meia_880,802.51,93
881,Oculos_881,885.21,29
882,Camisa_882,902.26,56
883,Relogio_883,115.71,48
884,Bermuda_884,813.08,89
885,Bone_885,325.13,92
886,Relogio_886,820.83,73
887,Relogio_887,94.19,73
888,Relogio_888,305.71,38
889,Camisa_889,631.24,94
890,Meia_890,700.09,51
891,Tenis_891,974.88,52
892,Calca_892,178.77,11
893,Bermuda_893,674.86,19
894,Meia_894,510.0,92
895,Jaqueta_895,638.03,76
896,Bone_896,392.69,53
897,Bone_897,788.14,14
898,Camisa_898,865.79,10
899,Mochila_899,688.55,52
900,Bone_900,95.12,7
901,Camisa_901,368.45,17
902,Oculos_902,747.06,28
903,Calca_903,588.65,44
904,Calca_904,406.62,74
905,Meia_905,528.69,28
906,Bone_906,284.37,31
907,Meia_907,818.16,69
908,Jaqueta_908,407.12,100
909,Tenis_909,22.49,4
910,Camisa_910,614.56,91
911,Jaqueta_911,577.38,93
912,Jaqueta_912,657.83,60
913,Mochila_913,523.86,84
914,Relogio_914,440.49,50
915,Jaqueta_915,486.52,13
916,Jaqueta_916,681.95,48
917,Bermuda_917,651.8,46
918,Relogio_918,918.82,25
919,Mochila_919,203.2,75
920,Jaqueta_920,501.77,4
921,Calca_921,678.3,13
922,Oculos_922,95.63,92
923,Calca_923,512.85,22
924,Oculos_924,179.87,54
925,Oculos_925,940.28,26
926,Calca_926,535.57,36
927,Calca_927,181.83,31
928,Jaqueta_928,440.79,41
929,Bermuda_929,465.21,34
930,Meia_930,528.14,47
931,Mochila_931,969.71,27
